,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
46,0.7624,0.6838,0.4812,-0.9916,0.7,-0.109,0.9674,0.8764,0.3112,0.9812,0.912,0.769,-0.177,0.3716,0.0931999999999999,0.3164,-0.0726,-0.1904,0.958,0.5996,-1,0.5234,0.3606,0.0112000000000001,-0.8756,-1,-0.6422,-0.3206,0.2902,-0.5114,-0.1072,-0.517,1,0.9992,0.9654,0.9378,-0.1544,-0.5366,0.7028,0.613,0.5354,0.00459999999999994,-0.9026,-1,-0.3522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.5576,0.4724,-0.1422,-0.9894,0.974,-0.5198,0.9322,0.8156,-0.1914,1,0.2956,0.6142,-0.519,0.1266,-0.4732,0.0114000000000001,-0.6446,0.1844,0.9554,0.264,-0.6926,0.2934,0.1038,0.0236000000000001,-0.9646,-1,-0.521,-0.047,-0.222,-0.8924,-0.6732,-0.0516,0.9998,0.9726,0.8782,0.2944,-0.4836,0.9252,0.6724,0.7068,0.3238,0.0284,-0.9814,-0.6564,0.2812,-0.4652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,-0.1746,0.2358,0.7674,-0.538,0.8114,-0.2,-0.2132,0.353,-0.2636,-1,0.916,-0.0544,-0.6066,0.1192,-0.7132,-0.951,-0.2196,0.7492,0.9466,0.3064,-0.853,-0.554,-0.8066,-0.5898,-0.7992,-1,-0.6388,-0.4408,-0.413,-0.727,-0.678,-0.2098,0.8816,0.6682,-1,0.8594,-0.44,0.1712,0.8252,0.508,-0.7022,0.0653999999999999,-0.436,-0.976,0.0187999999999999,0.5254,0.2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.7782,0.7998,0.6034,-0.8782,0.7358,0.1506,0.9876,0.9958,0.383,1,0.9376,0.8512,-0.1902,0.4316,0.1984,0.185,-0.044,-0.7192,0.7646,0.6492,-0.5078,0.6004,0.4256,-0.0712,-0.8522,-1,-0.4884,-0.4664,0.3022,-0.5926,-0.1294,-0.464,1,1,1,0.9808,0.4296,-0.8332,0.8108,0.8232,0.6044,0.2014,-0.85,-1,0.2906,-0.4638,-0.2312,0.3854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,-0.3272,-0.5308,-0.9866,-0.8622,0.7824,-0.9712,0.3602,0.2274,-0.9586,0.8116,-0.7328,0.4948,-0.5336,-0.9988,-0.7,-0.4922,-0.998,-0.4056,0.2012,-0.6066,-0.9044,-0.5516,-0.4142,-0.5022,-0.9956,-1,-0.9674,-0.8816,-0.8666,-0.935,-0.8062,-0.8882,0.9864,-1,-1,-0.0212,-0.1546,0.242,-0.989,-0.0936,-0.3678,-0.9104,-0.9942,-0.9294,0.0640000000000001,-0.7534,-0.831,-0.0992,-0.8738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,-0.5774,-0.5678,-0.9654,-0.7718,0.6922,-0.9128,0.3922,0.3758,-0.9204,0.5872,-0.8868,0.4024,-0.5788,-0.958,-0.8702,-0.6024,-0.965,-0.4596,0.2106,-0.4224,-0.939,-0.5602,-0.4652,-0.5318,-0.997,-1,-0.9088,-0.592,-0.9226,-0.955,-0.8904,-0.7588,0.9918,0.312,-1,0.161,-0.2138,0.252,-0.8516,-0.0816,-0.3576,-0.8658,-1,-0.7466,-0.1148,-0.7834,-0.9172,-0.195,-0.6106,-0.9992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,-1,-1,-1,-1,-1,-1,-0.7308,-1,-1,-1,-1,-1,-1,-1,-0.9304,-0.544,-1,-1,-1,-1,-0.8372,-0.5908,-0.9178,-0.4238,-1,-0.945,-0.6464,-1,-0.9096,-0.7028,-0.6058,-0.7694,-1,-1,-1,-1,-1,-1,-1,-1,-0.535,-1,-1,-0.758,-1,-1,-1,-0.6326,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.407,0.0462,0.7696,-0.1738,0.9986,-0.6264,0.9506,0.967,-0.0884,0.3754,0.9466,0.9216,-0.7724,0.1954,-0.1482,-0.2826,-0.1786,0.7976,0.9442,-0.6368,-1,-0.0704,0.1412,-0.771,-0.9306,-1,-0.308,0.0354000000000001,-0.1584,-0.6206,-0.5722,0.0753999999999999,1,0.7276,0.582,0.9734,0.5232,0.6662,0.7962,-0.0762,-0.0286,-0.0294,-0.8754,-1,0.859,0.6878,0.3024,0.2444,0.6572,-0.3148,-0.347,-1,NA,NA,NA,NA,NA,NA,NA,NA
54,-0.6832,-0.4688,-0.901,-0.5962,0.9514,-0.9924,0.1582,-0.1538,-0.997,0.8816,-0.976,0.1738,-0.6068,-1,-0.918,-0.7958,-1,-0.4398,0.6148,-0.7876,-0.952,-0.7484,-0.6744,-0.6402,-1,-1,-0.948,-0.6956,-0.98,-0.9346,-0.9062,-0.7086,0.8634,-1,-1,0.5932,-0.413,0.7394,-0.9568,0.1994,-0.658,-0.9092,-0.9984,-0.7904,-0.0128,-0.3004,-0.8126,-0.3468,-0.2908,-0.9996,-0.9986,-1,-0.4942,NA,NA,NA,NA,NA,NA,NA
55,0.1834,0.751,0.938,0.2696,0.9998,-0.153,-0.4636,0.9402,-0.3146,1,0.9854,0.8256,-0.3448,0.26,-0.8176,-0.9646,0.00619999999999998,0.9228,0.9994,0.5198,-0.8014,-0.616,-0.3086,-0.1436,-0.8796,-1,-0.561,0.611,-0.562,-0.7248,-0.8594,-0.2616,0.9188,0.8928,1,0.996,-0.3062,0.9986,0.7676,0.9726,-0.9942,0.5972,-0.2638,-0.7456,0.6522,0.9848,0.895,-0.6418,0.9882,0.289,0.1792,-0.4446,0.7592,-0.2384,NA,NA,NA,NA,NA,NA
