genome,slp,etc,aerobic
20110800_P1M_11,3,5,TRUE
20110800_P1M_12,4,4,TRUE
20110800_P1M_13,4,4,TRUE
20110800_P1M_14,3,2,FALSE
20110800_P1M_15,3,4,TRUE
20110800_P1M_16,3,4,TRUE
20110800_P1M_17,3,5,TRUE
20110800_P1M_18,3,5,TRUE
20110800_P1M_19,4,4,TRUE
20110800_P1M_2,3,5,TRUE
20110800_P1M_20,4,4,TRUE
20110800_P1M_21,4,5,TRUE
20110800_P1M_22,4,5,TRUE
20110800_P1M_23,4,5,TRUE
20110800_P1M_24,4,5,TRUE
20110800_P1M_25,3,5,TRUE
20110800_P1M_26,3,5,TRUE
20110800_P1M_27,4,5,TRUE
20110800_P1M_28,3,5,TRUE
20110800_P1M_29,3,4,TRUE
20110800_P1M_3,2,4,TRUE
20110800_P1M_30,4,4,TRUE
20110800_P1M_31,3,4,TRUE
20110800_P1M_4,3,4,TRUE
20110800_P1M_5,3,3,TRUE
20110800_P1M_6,3,5,TRUE
20110800_P1M_7,4,5,TRUE
20110800_P1M_8,3,5,TRUE
20110800_P1M_9,3,5,TRUE
20110800_P1S_1,2,3,TRUE
20110800_P1S_2,3,5,TRUE
20110800_P1S_3,4,4,TRUE
20110800_P1S_4,3,4,TRUE
20110800_P1S_5,4,5,TRUE
20110800_P2D_1,3,5,TRUE
20110800_P2D_10,4,4,TRUE
20110800_P2D_11,4,5,TRUE
20110800_P2D_12,3,4,TRUE
20110800_P2D_13,3,5,TRUE
20110800_P2D_14,4,4,TRUE
20110800_P2D_15,4,4,TRUE
20110800_P2D_16,0,2,FALSE
20110800_P2D_17,3,4,TRUE
20110800_P2D_2,4,4,TRUE
20110800_P2D_3,3,4,TRUE
20110800_P2D_4,2,3,TRUE
20110800_P2D_5,4,4,TRUE
20110800_P2D_6,3,5,TRUE
20110800_P2D_7,3,4,TRUE
20110800_P2D_8,3,4,TRUE
20110800_P2D_9,2,5,TRUE
20110800_P3M_1,3,3,TRUE
20110800_P3M_10,4,5,TRUE
20110800_P3M_11,3,4,TRUE
20110800_P3M_12,4,5,TRUE
20110800_P3M_13,4,3,TRUE
20110800_P3M_14,3,4,TRUE
20110800_P3M_15,4,4,TRUE
20110800_P3M_16,4,3,TRUE
20110800_P3M_17,3,5,TRUE
20110800_P3M_18,3,5,TRUE
20110800_P3M_2,4,4,TRUE
20110800_P3M_3,4,5,TRUE
20110800_P3M_4,4,4,TRUE
20110800_P3M_5,3,4,TRUE
20110800_P3M_6,3,3,TRUE
20110800_P3M_7,4,4,TRUE
20110800_P3M_8,2,2,FALSE
20110800_P3M_9,4,3,TRUE
20110800_P3S_1,3,5,TRUE
20110800_P3S_2,4,5,TRUE
20110800_P3S_3,3,5,TRUE
20110800_P3S_4,3,3,TRUE
20110800_P3S_5,4,4,TRUE
20110800_P3S_6,3,4,TRUE
20110800_P3S_7,3,5,TRUE
20110800_P3S_8,3,4,TRUE
20110800_P3S_9,3,5,TRUE
20110800_S1D_1,3,5,TRUE
20110800_S1D_10,4,4,TRUE
20110800_S1D_11,3,5,TRUE
20110800_S1D_12,1,1,FALSE
20110800_S1D_13,3,4,TRUE
20110800_S1D_14,3,5,TRUE
20110800_S1D_15,3,4,TRUE
20110800_S1D_16,1,1,FALSE
20110800_S1D_2,4,4,TRUE
20110800_S1D_3,3,4,TRUE
20110800_S1D_4,3,5,TRUE
20110800_S1D_5,4,4,TRUE
20110800_S1D_6,4,5,TRUE
20110800_S1D_7,3,4,TRUE
20110800_S1D_8,4,4,TRUE
20110800_S1D_9,3,5,TRUE
20110800_S1M_1,3,4,TRUE
20110800_S1M_10,4,5,TRUE
20110800_S1M_11,4,5,TRUE
20110800_S1M_12,3,4,TRUE
20110800_S1M_13,4,4,TRUE
20110800_S1M_14,4,4,TRUE
20110800_S1M_15,3,3,TRUE
20110800_S1M_16,3,4,TRUE
20110800_S1M_17,3,4,TRUE
20110800_S1M_18,4,4,TRUE
20110800_S1M_19,3,5,TRUE
20110800_S1M_2,3,4,TRUE
20110800_S1M_20,4,5,TRUE
20110800_S1M_21,3,3,TRUE
20110800_S1M_22,3,4,TRUE
20110800_S1M_23,4,4,TRUE
20110800_S1M_24,3,5,TRUE
20110800_S1M_25,4,4,TRUE
20110800_S1M_26,3,4,TRUE
20110800_S1M_27,3,3,TRUE
20110800_S1M_28,1,1,FALSE
20110800_S1M_29,4,4,TRUE
20110800_S1M_3,3,4,TRUE
20110800_S1M_30,2,5,TRUE
20110800_S1M_31,3,5,TRUE
20110800_S1M_32,3,4,TRUE
20110800_S1M_4,3,5,TRUE
20110800_S1M_5,4,3,TRUE
20110800_S1M_6,4,5,TRUE
20110800_S1M_7,1,1,FALSE
20110800_S1M_8,4,5,TRUE
20110800_S1M_9,3,5,TRUE
20110800_S1S_1,3,3,TRUE
20110800_S1S_10,3,4,TRUE
20110800_S1S_11,4,4,TRUE
20110800_S1S_12,4,3,TRUE
20110800_S1S_13,4,4,TRUE
20110800_S1S_14,3,4,TRUE
20110800_S1S_15,4,3,TRUE
20110800_S1S_16,4,5,TRUE
20110800_S1S_17,3,5,TRUE
20110800_S1S_18,3,3,TRUE
20110800_S1S_2,4,5,TRUE
20110800_S1S_3,3,4,TRUE
20110800_S1S_4,3,4,TRUE
20110800_S1S_5,4,5,TRUE
20110800_S1S_6,3,4,TRUE
20110800_S1S_7,3,4,TRUE
20110800_S1S_8,4,5,TRUE
20110800_S1S_9,3,4,TRUE
20110800_S2D_1,4,5,TRUE
20110800_S2D_10,4,5,TRUE
20110800_S2D_11,4,4,TRUE
20110800_S2D_12,1,1,FALSE
20110800_S2D_13,3,5,TRUE
20110800_S2D_14,1,1,FALSE
20110800_S2D_15,3,4,TRUE
20110800_S2D_16,4,5,TRUE
20110800_S2D_2,4,4,TRUE
20110800_S2D_3,3,4,TRUE
20110800_S2D_4,4,4,TRUE
20110800_S2D_5,3,4,TRUE
20110800_S2D_6,3,3,TRUE
20110800_S2D_7,4,5,TRUE
20110800_S2D_8,4,4,TRUE
20110800_S2D_9,4,5,TRUE
20110800_S2M_1,4,4,TRUE
20110800_S2M_10,1,1,FALSE
20110800_S2M_11,4,2,FALSE
20110800_S2M_12,4,5,TRUE
20110800_S2M_13,3,5,TRUE
20110800_S2M_14,3,4,TRUE
20110800_S2M_15,3,4,TRUE
20110800_S2M_16,3,5,TRUE
20110800_S2M_17,3,4,TRUE
20110800_S2M_2,4,5,TRUE
20110800_S2M_3,4,4,TRUE
20110800_S2M_4,4,5,TRUE
20110800_S2M_5,4,5,TRUE
20110800_S2M_6,4,5,TRUE
20110800_S2M_7,4,4,TRUE
20110800_S2M_8,2,3,TRUE
20110800_S2M_9,4,5,TRUE
20110800_S2S_1,3,4,TRUE
20110800_S2S_2,2,4,TRUE
20110800_S2S_3,4,4,TRUE
20110800_S2S_4,3,3,TRUE
20110800_S2S_5,3,4,TRUE
20110800_S2S_6,4,1,FALSE
20110800_S3D_1,3,4,TRUE
20110800_S3D_10,3,4,TRUE
20110800_S3D_11,4,5,TRUE
20110800_S3D_12,1,1,FALSE
20110800_S3D_13,3,2,FALSE
20110800_S3D_14,3,4,TRUE
20110800_S3D_15,3,5,TRUE
20110800_S3D_16,4,5,TRUE
20110800_S3D_17,3,4,TRUE
20110800_S3D_18,4,5,TRUE
20110800_S3D_19,3,5,TRUE
20110800_S3D_2,3,3,TRUE
20110800_S3D_20,4,4,TRUE
20110800_S3D_21,4,5,TRUE
20110800_S3D_22,2,5,TRUE
20110800_S3D_23,4,3,TRUE
20110800_S3D_24,3,5,TRUE
20110800_S3D_25,3,5,TRUE
20110800_S3D_26,4,5,TRUE
20110800_S3D_27,3,3,TRUE
20110800_S3D_28,4,5,TRUE
20110800_S3D_29,1,3,TRUE
20110800_S3D_3,4,5,TRUE
20110800_S3D_30,3,4,TRUE
20110800_S3D_31,4,4,TRUE
20110800_S3D_32,4,5,TRUE
20110800_S3D_33,4,5,TRUE
20110800_S3D_34,4,4,TRUE
20110800_S3D_35,4,5,TRUE
20110800_S3D_36,1,1,FALSE
20110800_S3D_4,4,4,TRUE
20110800_S3D_5,4,5,TRUE
20110800_S3D_6,3,4,TRUE
20110800_S3D_7,3,5,TRUE
20110800_S3D_8,1,3,TRUE
20110800_S3D_9,4,5,TRUE
20110800_S3M_1,4,4,TRUE
20110800_S3M_10,3,3,TRUE
20110800_S3M_11,4,5,TRUE
20110800_S3M_12,2,2,FALSE
20110800_S3M_13,2,3,TRUE
20110800_S3M_14,3,2,FALSE
20110800_S3M_15,3,3,TRUE
20110800_S3M_16,4,5,TRUE
20110800_S3M_17,3,4,TRUE
20110800_S3M_18,4,3,TRUE
20110800_S3M_19,4,5,TRUE
20110800_S3M_2,4,4,TRUE
20110800_S3M_20,3,5,TRUE
20110800_S3M_21,4,5,TRUE
20110800_S3M_3,3,3,TRUE
20110800_S3M_4,3,3,TRUE
20110800_S3M_5,4,5,TRUE
20110800_S3M_6,3,4,TRUE
20110800_S3M_7,4,5,TRUE
20110800_S3M_8,4,5,TRUE
20110800_S3M_9,4,4,TRUE
20110800_S3S_1,3,5,TRUE
20110800_S3S_10,3,4,TRUE
20110800_S3S_11,2,4,TRUE
20110800_S3S_12,3,4,TRUE
20110800_S3S_13,4,4,TRUE
20110800_S3S_14,2,4,TRUE
20110800_S3S_15,2,5,TRUE
20110800_S3S_16,3,5,TRUE
20110800_S3S_17,3,4,TRUE
20110800_S3S_18,3,4,TRUE
20110800_S3S_19,4,4,TRUE
20110800_S3S_2,3,5,TRUE
20110800_S3S_20,4,5,TRUE
20110800_S3S_21,3,5,TRUE
20110800_S3S_22,3,4,TRUE
20110800_S3S_23,4,3,TRUE
20110800_S3S_24,4,4,TRUE
20110800_S3S_25,4,5,TRUE
20110800_S3S_26,4,4,TRUE
20110800_S3S_27,4,4,TRUE
20110800_S3S_28,4,5,TRUE
20110800_S3S_29,4,4,TRUE
20110800_S3S_3,4,5,TRUE
20110800_S3S_30,4,5,TRUE
20110800_S3S_31,4,3,TRUE
20110800_S3S_32,3,5,TRUE
20110800_S3S_33,4,5,TRUE
20110800_S3S_34,2,3,TRUE
20110800_S3S_35,4,4,TRUE
20110800_S3S_4,3,4,TRUE
20110800_S3S_5,3,4,TRUE
20110800_S3S_6,3,4,TRUE
20110800_S3S_7,4,5,TRUE
20110800_S3S_8,2,5,TRUE
20110800_S3S_9,4,5,TRUE
20111000_E2D_1,4,4,TRUE
20111000_E2D_2,4,4,TRUE
20111000_E2D_3,4,4,TRUE
20111000_E2D_4,4,5,TRUE
20111000_E2D_5,1,1,FALSE
20111000_E2D_6,2,5,TRUE
20111000_E2D_7,4,4,TRUE
20111000_E2D_8,4,5,TRUE
20111000_E3D_1,3,5,TRUE
20111000_E3D_2,4,1,FALSE
20111000_E3D_3,0,2,FALSE
20111000_E3D_4,4,5,TRUE
20111000_E3D_5,4,5,TRUE
20111000_E3D_7,2,3,TRUE
20111000_E3D_8,2,5,TRUE
20111000_E3D_9,3,4,TRUE
20111000_E3M_1,4,5,TRUE
20111000_E3M_2,4,5,TRUE
20111000_P1D_1,3,4,TRUE
20111000_P1D_10,4,3,TRUE
20111000_P1D_11,3,2,FALSE
20111000_P1D_12,4,4,TRUE
20111000_P1D_13,3,5,TRUE
20111000_P1D_14,2,4,TRUE
20111000_P1D_15,4,4,TRUE
20111000_P1D_16,2,3,TRUE
20111000_P1D_2,3,2,FALSE
20111000_P1D_3,3,4,TRUE
20111000_P1D_4,3,3,TRUE
20111000_P1D_5,3,4,TRUE
20111000_P1D_6,4,3,TRUE
20111000_P1D_7,3,4,TRUE
20111000_P1D_8,3,4,TRUE
20111000_P1D_9,4,5,TRUE
20111000_P1M_1,3,4,TRUE
20111000_P1M_10,4,4,TRUE
20111000_P1M_11,3,4,TRUE
20111000_P1M_12,3,4,TRUE
20111000_P1M_2,4,2,FALSE
20111000_P1M_3,3,5,TRUE
20111000_P1M_4,2,5,TRUE
20111000_P1M_5,3,5,TRUE
20111000_P1M_6,3,1,FALSE
20111000_P1M_7,3,5,TRUE
20111000_P1M_8,3,5,TRUE
20111000_P1M_9,2,4,TRUE
20111000_P1S_1,3,4,TRUE
20111000_P1S_10,3,4,TRUE
20111000_P1S_11,3,5,TRUE
20111000_P1S_2,3,5,TRUE
20111000_P1S_3,3,4,TRUE
20111000_P1S_4,3,4,TRUE
20111000_P1S_5,3,4,TRUE
20111000_P1S_6,4,3,TRUE
20111000_P1S_7,3,5,TRUE
20111000_P1S_8,4,5,TRUE
20111000_P1S_9,3,3,TRUE
20111000_P2D_1,3,4,TRUE
20111000_P2D_10,4,5,TRUE
20111000_P2D_11,3,4,TRUE
20111000_P2D_12,4,5,TRUE
20111000_P2D_13,4,4,TRUE
20111000_P2D_14,4,3,TRUE
20111000_P2D_15,3,5,TRUE
20111000_P2D_16,4,4,TRUE
20111000_P2D_17,3,4,TRUE
20111000_P2D_18,4,3,TRUE
20111000_P2D_2,4,4,TRUE
20111000_P2D_3,3,5,TRUE
20111000_P2D_4,4,5,TRUE
20111000_P2D_5,4,5,TRUE
20111000_P2D_6,3,3,TRUE
20111000_P2D_7,3,3,TRUE
20111000_P2D_8,4,4,TRUE
20111000_P2D_9,3,4,TRUE
20111000_P2M_1,3,4,TRUE
20111000_P2M_2,4,5,TRUE
20111000_P2M_3,3,4,TRUE
20111000_P2M_4,3,5,TRUE
20111000_P2M_5,2,4,TRUE
20111000_P2M_6,4,5,TRUE
20111000_P2M_7,4,5,TRUE
20111000_P2M_8,3,3,TRUE
20111000_P2S_1,3,5,TRUE
20111000_P2S_2,3,4,TRUE
20111000_P2S_3,3,4,TRUE
20111000_P3D_1,4,5,TRUE
20111000_P3D_10,2,5,TRUE
20111000_P3D_11,3,5,TRUE
20111000_P3D_12,3,5,TRUE
20111000_P3D_13,4,4,TRUE
20111000_P3D_14,4,5,TRUE
20111000_P3D_15,2,3,TRUE
20111000_P3D_16,3,4,TRUE
20111000_P3D_17,3,5,TRUE
20111000_P3D_18,3,5,TRUE
20111000_P3D_19,3,4,TRUE
20111000_P3D_2,4,3,TRUE
20111000_P3D_20,4,5,TRUE
20111000_P3D_3,3,5,TRUE
20111000_P3D_4,3,5,TRUE
20111000_P3D_5,4,4,TRUE
20111000_P3D_6,3,4,TRUE
20111000_P3D_7,3,3,TRUE
20111000_P3D_8,4,5,TRUE
20111000_P3D_9,3,5,TRUE
20111000_P3M_1,3,4,TRUE
20111000_P3M_10,3,5,TRUE
20111000_P3M_11,1,4,TRUE
20111000_P3M_12,1,1,FALSE
20111000_P3M_13,4,5,TRUE
20111000_P3M_14,3,4,TRUE
20111000_P3M_15,4,4,TRUE
20111000_P3M_16,3,4,TRUE
20111000_P3M_17,4,5,TRUE
20111000_P3M_18,3,3,TRUE
20111000_P3M_19,2,3,TRUE
20111000_P3M_2,4,5,TRUE
20111000_P3M_20,3,4,TRUE
20111000_P3M_21,4,4,TRUE
20111000_P3M_22,4,4,TRUE
20111000_P3M_23,3,5,TRUE
20111000_P3M_24,4,5,TRUE
20111000_P3M_25,3,3,TRUE
20111000_P3M_26,3,5,TRUE
20111000_P3M_27,3,5,TRUE
20111000_P3M_28,3,5,TRUE
20111000_P3M_29,2,4,TRUE
20111000_P3M_3,3,4,TRUE
20111000_P3M_30,4,5,TRUE
20111000_P3M_31,4,5,TRUE
20111000_P3M_32,3,5,TRUE
20111000_P3M_33,4,3,TRUE
20111000_P3M_34,3,5,TRUE
20111000_P3M_35,3,5,TRUE
20111000_P3M_36,4,4,TRUE
20111000_P3M_37,4,4,TRUE
20111000_P3M_38,2,3,TRUE
20111000_P3M_39,4,4,TRUE
20111000_P3M_4,3,4,TRUE
20111000_P3M_40,3,5,TRUE
20111000_P3M_41,3,4,TRUE
20111000_P3M_42,3,3,TRUE
20111000_P3M_43,3,3,TRUE
20111000_P3M_44,4,5,TRUE
20111000_P3M_45,4,4,TRUE
20111000_P3M_46,3,2,FALSE
20111000_P3M_5,3,4,TRUE
20111000_P3M_6,4,4,TRUE
20111000_P3M_7,3,4,TRUE
20111000_P3M_8,3,4,TRUE
20111000_P3M_9,2,5,TRUE
20111000_S1D_1,3,5,TRUE
20111000_S1D_10,4,5,TRUE
20111000_S1D_11,3,4,TRUE
20111000_S1D_12,3,4,TRUE
20111000_S1D_13,4,5,TRUE
20111000_S1D_14,3,5,TRUE
20111000_S1D_15,3,3,TRUE
20111000_S1D_2,3,5,TRUE
20111000_S1D_3,3,4,TRUE
20111000_S1D_4,3,4,TRUE
20111000_S1D_5,3,4,TRUE
20111000_S1D_6,3,5,TRUE
20111000_S1D_7,4,4,TRUE
20111000_S1D_8,4,4,TRUE
20111000_S1D_9,3,4,TRUE
20111000_S1M_1,3,5,TRUE
20111000_S1M_2,2,4,TRUE
20111000_S1M_3,3,4,TRUE
20111000_S1M_4,3,3,TRUE
20111000_S1M_5,4,4,TRUE
20111000_S1S_1,3,4,TRUE
20111000_S1S_2,3,5,TRUE
20111000_S2D_1,3,4,TRUE
20111000_S2D_10,3,5,TRUE
20111000_S2D_11,3,4,TRUE
20111000_S2D_12,3,4,TRUE
20111000_S2D_13,4,5,TRUE
20111000_S2D_14,3,4,TRUE
20111000_S2D_15,3,4,TRUE
20111000_S2D_16,3,3,TRUE
20111000_S2D_17,4,4,TRUE
20111000_S2D_2,4,5,TRUE
20111000_S2D_3,4,5,TRUE
20111000_S2D_4,0,1,FALSE
20111000_S2D_5,4,5,TRUE
20111000_S2D_6,3,2,FALSE
20111000_S2D_7,4,5,TRUE
20111000_S2D_8,4,4,TRUE
20111000_S2D_9,3,5,TRUE
20111000_S2M_1,3,5,TRUE
20111000_S2M_10,4,4,TRUE
20111000_S2M_11,3,4,TRUE
20111000_S2M_12,4,4,TRUE
20111000_S2M_13,3,4,TRUE
20111000_S2M_14,3,5,TRUE
20111000_S2M_15,4,4,TRUE
20111000_S2M_2,3,5,TRUE
20111000_S2M_3,4,4,TRUE
20111000_S2M_4,4,5,TRUE
20111000_S2M_5,3,4,TRUE
20111000_S2M_6,3,4,TRUE
20111000_S2M_7,3,4,TRUE
20111000_S2M_8,2,5,TRUE
20111000_S2M_9,3,5,TRUE
20111000_S2S_1,4,4,TRUE
20111000_S2S_2,4,4,TRUE
20111000_S2S_3,3,4,TRUE
20111000_S2S_4,3,4,TRUE
20111000_S2S_5,3,5,TRUE
20111000_S2S_6,4,5,TRUE
20111000_S2S_7,4,4,TRUE
20111000_S3D_1,3,5,TRUE
20111000_S3D_10,4,4,TRUE
20111000_S3D_11,4,5,TRUE
20111000_S3D_12,3,4,TRUE
20111000_S3D_13,4,5,TRUE
20111000_S3D_14,3,3,TRUE
20111000_S3D_15,3,4,TRUE
20111000_S3D_16,3,5,TRUE
20111000_S3D_2,4,5,TRUE
20111000_S3D_3,4,4,TRUE
20111000_S3D_4,3,4,TRUE
20111000_S3D_5,3,5,TRUE
20111000_S3D_6,3,4,TRUE
20111000_S3D_7,3,5,TRUE
20111000_S3D_8,4,3,TRUE
20111000_S3D_9,4,4,TRUE
20111000_S3M_1,3,4,TRUE
20111000_S3M_10,3,4,TRUE
20111000_S3M_2,3,4,TRUE
20111000_S3M_3,3,4,TRUE
20111000_S3M_4,3,3,TRUE
20111000_S3M_5,4,4,TRUE
20111000_S3M_6,4,5,TRUE
20111000_S3M_7,3,5,TRUE
20111000_S3M_8,4,3,TRUE
20111000_S3M_9,4,4,TRUE
20111000_S3S_1,3,5,TRUE
20111000_S3S_10,4,4,TRUE
20111000_S3S_11,3,5,TRUE
20111000_S3S_12,4,4,TRUE
20111000_S3S_13,3,3,TRUE
20111000_S3S_2,4,4,TRUE
20111000_S3S_3,2,4,TRUE
20111000_S3S_4,3,4,TRUE
20111000_S3S_5,3,5,TRUE
20111000_S3S_6,3,4,TRUE
20111000_S3S_7,3,5,TRUE
20111000_S3S_8,2,4,TRUE
20111000_S3S_9,3,5,TRUE
20120500_P11_1,4,5,TRUE
20120500_P12_1,3,4,TRUE
20120500_P12_2,3,4,TRUE
20120500_P12_3,4,4,TRUE
20120500_P13_1,3,5,TRUE
20120500_P13_10,3,4,TRUE
20120500_P13_11,3,5,TRUE
20120500_P13_12,4,4,TRUE
20120500_P13_2,3,4,TRUE
20120500_P13_3,4,5,TRUE
20120500_P13_4,3,3,TRUE
20120500_P13_5,4,5,TRUE
20120500_P13_6,3,4,TRUE
20120500_P13_7,3,5,TRUE
20120500_P13_8,4,4,TRUE
20120500_P13_9,3,4,TRUE
20120500_P14_1,4,5,TRUE
20120500_P14_2,4,5,TRUE
20120500_P14_3,3,4,TRUE
20120500_P14_4,3,5,TRUE
20120500_P14_5,4,5,TRUE
20120500_P14_6,4,4,TRUE
20120500_P14_7,3,5,TRUE
20120500_P15_1,4,4,TRUE
20120500_P15_2,3,3,TRUE
20120500_P15_3,4,4,TRUE
20120500_P15_4,3,4,TRUE
20120500_P16_1,3,4,TRUE
20120500_P16_2,3,5,TRUE
20120500_P16_3,3,3,TRUE
20120500_P16_4,4,4,TRUE
20120500_P16_5,4,4,TRUE
20120500_P16_6,3,5,TRUE
20120500_P17_1,4,4,TRUE
20120500_P17_2,3,4,TRUE
20120500_P17_3,3,4,TRUE
20120500_P17_4,3,4,TRUE
20120500_P17_5,3,5,TRUE
20120500_P17_6,3,4,TRUE
20120500_P17_7,2,4,TRUE
20120500_P17_8,4,4,TRUE
20120500_P18_1,4,4,TRUE
20120500_P19_1,3,5,TRUE
20120500_P19_10,1,0,FALSE
20120500_P19_11,1,1,FALSE
20120500_P19_12,4,5,TRUE
20120500_P19_13,2,4,TRUE
20120500_P19_2,1,1,FALSE
20120500_P19_3,2,0,FALSE
20120500_P19_4,3,3,TRUE
20120500_P19_5,4,5,TRUE
20120500_P19_6,2,4,TRUE
20120500_P19_7,4,4,TRUE
20120500_P19_8,3,5,TRUE
20120500_P19_9,2,1,FALSE
20120500_P22_1,4,4,TRUE
20120500_P22_2,4,5,TRUE
20120500_P22_3,4,3,TRUE
20120500_P22_4,4,4,TRUE
20120500_P22_5,4,4,TRUE
20120500_P22_6,3,4,TRUE
20120500_P22_7,3,4,TRUE
20120500_P23_1,3,4,TRUE
20120500_P23_2,3,5,TRUE
20120500_P23_3,4,4,TRUE
20120500_P23_4,3,3,TRUE
20120500_P23_5,3,4,TRUE
20120500_P23_6,4,3,TRUE
20120500_P24_1,4,5,TRUE
20120500_P24_2,3,5,TRUE
20120500_P24_3,4,4,TRUE
20120500_P24_4,3,4,TRUE
20120500_P24_5,4,5,TRUE
20120500_P24_6,4,5,TRUE
20120500_P24_7,4,3,TRUE
20120500_P24_8,3,4,TRUE
20120500_P25_1,4,5,TRUE
20120500_P25_10,3,4,TRUE
20120500_P25_11,3,5,TRUE
20120500_P25_12,4,5,TRUE
20120500_P25_13,3,4,TRUE
20120500_P25_14,4,5,TRUE
20120500_P25_15,4,5,TRUE
20120500_P25_2,4,2,FALSE
20120500_P25_3,3,3,TRUE
20120500_P25_4,3,3,TRUE
20120500_P25_5,3,5,TRUE
20120500_P25_6,3,2,FALSE
20120500_P25_7,3,5,TRUE
20120500_P25_8,2,4,TRUE
20120500_P25_9,3,5,TRUE
20120500_P26_1,3,4,TRUE
20120500_P26_10,3,4,TRUE
20120500_P26_11,3,4,TRUE
20120500_P26_12,4,5,TRUE
20120500_P26_2,4,3,TRUE
20120500_P26_3,2,2,FALSE
20120500_P26_4,2,3,TRUE
20120500_P26_5,4,5,TRUE
20120500_P26_6,3,5,TRUE
20120500_P26_7,4,5,TRUE
20120500_P26_8,3,4,TRUE
20120500_P26_9,4,2,FALSE
20120500_P27_1,3,4,TRUE
20120500_P27_10,2,5,TRUE
20120500_P27_2,4,4,TRUE
20120500_P27_3,2,1,FALSE
20120500_P27_4,3,4,TRUE
20120500_P27_5,3,5,TRUE
20120500_P27_6,3,5,TRUE
20120500_P27_7,3,4,TRUE
20120500_P27_8,3,4,TRUE
20120500_P27_9,4,4,TRUE
20120500_P28_1,3,4,TRUE
20120500_P28_10,4,5,TRUE
20120500_P28_11,4,5,TRUE
20120500_P28_12,4,5,TRUE
20120500_P28_13,1,1,FALSE
20120500_P28_14,2,4,TRUE
20120500_P28_15,1,1,FALSE
20120500_P28_16,4,4,TRUE
20120500_P28_2,3,4,TRUE
20120500_P28_3,1,1,FALSE
20120500_P28_4,2,4,TRUE
20120500_P28_5,1,0,FALSE
20120500_P28_6,3,5,TRUE
20120500_P28_7,3,5,TRUE
20120500_P28_8,3,5,TRUE
20120500_P28_9,2,1,FALSE
20120500_P31_1,4,5,TRUE
20120500_P31_2,3,5,TRUE
20120500_P31_3,4,5,TRUE
20120500_P31_4,3,5,TRUE
20120500_P31_5,3,2,FALSE
20120500_P31_6,3,5,TRUE
20120500_P31_7,3,5,TRUE
20120500_P31_8,3,5,TRUE
20120500_P32_1,2,4,TRUE
20120500_P32_2,3,5,TRUE
20120500_P32_3,3,5,TRUE
20120500_P32_4,3,4,TRUE
20120500_P32_5,3,4,TRUE
20120500_P32_6,4,5,TRUE
20120500_P32_7,3,3,TRUE
20120500_P32_8,3,5,TRUE
20120500_P33_1,3,5,TRUE
20120500_P33_2,1,3,TRUE
20120500_P33_3,3,5,TRUE
20120500_P33_4,3,4,TRUE
20120500_P33_5,3,4,TRUE
20120500_P33_6,3,5,TRUE
20120500_P34_1,2,3,TRUE
20120500_P34_2,3,5,TRUE
20120500_P34_3,3,4,TRUE
20120500_P34_4,4,5,TRUE
20120500_P35_1,4,4,TRUE
20120500_P35_2,3,4,TRUE
20120500_P35_3,3,4,TRUE
20120500_P35_4,3,5,TRUE
20120500_P35_5,3,5,TRUE
20120500_P35_6,4,5,TRUE
20120500_P35_7,3,4,TRUE
20120500_P35_8,3,4,TRUE
20120500_P36_1,3,5,TRUE
20120500_P36_2,3,5,TRUE
20120500_P36_3,3,5,TRUE
20120500_P36_4,3,4,TRUE
20120500_P36_5,4,5,TRUE
20120500_P36_6,4,5,TRUE
20120500_P36_7,3,4,TRUE
20120500_P36_8,4,4,TRUE
20120500_P37_1,3,5,TRUE
20120500_P37_2,3,5,TRUE
20120500_P37_3,2,5,TRUE
20120500_P37_4,4,5,TRUE
20120500_P37_5,4,5,TRUE
20120500_P37_6,3,4,TRUE
20120500_P38_1,3,4,TRUE
20120500_P38_2,3,4,TRUE
20120500_P38_3,3,4,TRUE
20120500_P38_4,4,4,TRUE
20120500_P38_5,3,3,TRUE
20120500_P38_6,4,5,TRUE
20120500_P39_1,4,4,TRUE
20120500_P39_2,3,4,TRUE
20120500_P39_3,3,4,TRUE
20120500_P39_4,3,5,TRUE
20120500_P39_5,3,4,TRUE
20120500_P39_6,3,5,TRUE
20120500_P39_7,3,4,TRUE
20120500_P39_8,4,5,TRUE
20120600_E1D_1,3,5,TRUE
20120600_E1D_10,3,4,TRUE
20120600_E1D_11,1,5,TRUE
20120600_E1D_12,2,5,TRUE
20120600_E1D_13,3,4,TRUE
20120600_E1D_14,2,2,FALSE
20120600_E1D_15,4,5,TRUE
20120600_E1D_16,4,5,TRUE
20120600_E1D_17,3,4,TRUE
20120600_E1D_18,3,5,TRUE
20120600_E1D_19,1,3,TRUE
20120600_E1D_2,4,5,TRUE
20120600_E1D_20,4,5,TRUE
20120600_E1D_21,3,5,TRUE
20120600_E1D_22,1,1,FALSE
20120600_E1D_23,3,4,TRUE
20120600_E1D_24,4,5,TRUE
20120600_E1D_25,4,5,TRUE
20120600_E1D_26,4,5,TRUE
20120600_E1D_27,3,4,TRUE
20120600_E1D_28,3,5,TRUE
20120600_E1D_29,3,5,TRUE
20120600_E1D_3,3,5,TRUE
20120600_E1D_30,4,5,TRUE
20120600_E1D_31,4,5,TRUE
20120600_E1D_32,4,5,TRUE
20120600_E1D_33,4,3,TRUE
20120600_E1D_34,2,5,TRUE
